ISO,IPUMSID,POINT_X,POINT_Y
RWA,1,29.77667962710,-2.55773071389
RWA,2,30.33323478320,-1.50667598973
RWA,3,29.10796853790,-2.47450236434
RWA,4,29.47963524090,-2.50844620180
RWA,5,29.40645935870,-1.78579802776
RWA,6,29.79218720000,-2.07485419014
RWA,7,30.60854055120,-2.04261107586
RWA,8,29.38568190680,-2.09701461068
RWA,9,30.12001013170,-2.03522573753
RWA,10,29.70174523650,-1.53088728788
