origin,destination,modularity,rawvolume,expectation
32,46,-1648.3274681422217,3829.225830078125,5477.553298220347
32,51,-18555.263506068535,18306.37890625,36861.642412318535
32,52,-12693.84121123264,11189.1142578125,23882.95546904514
32,53,-3666.4584071331537,10709.5048828125,14375.963289945654
32,54,-155.88070209040052,730.7667846679688,886.6474867583693
32,61,-1397.701431349251,27001.22265625,28398.92408759925
32,62,-4679.371322114925,10079.0693359375,14758.440658052425
32,63,-1223.2469338460382,1483.4105224609375,2706.6574563069757
32,64,-2083.0864005745734,2818.601318359375,4901.687718933948
32,65,506.31272418168555,10088.26171875,9581.948994568314
32,12,-3916.7698345067874,15434.240234375,19351.010068881787
33,11,-26344.836256586023,19041.59375,45386.43000658602
33,13,-26780.588007569182,24521.671875,51302.25988256918
33,14,-12547.096645203892,29167.939453125,41715.03609832889
33,15,-9544.501858668798,13037.3134765625,22581.8153352313
33,21,-13669.36246415527,15545.310546875,29214.67301103027
33,22,-8437.397553987808,13505.177734375,21942.57528836281
33,23,-8135.767930859602,11807.0927734375,19942.8607042971
33,31,62338.92602033463,96465.046875,34126.12085466537
33,32,31795.160305323658,62896.3046875,31101.144382176342
33,34,30904.08800887702,66020.0390625,35115.95105362298
33,35,53324.33482558167,88000.0,34675.66517441833
33,36,33691.561197877716,68359.8828125,34668.321614622284
33,37,-7036.287215931876,19018.0234375,26054.310653431876
33,41,-8254.638549987947,17987.119140625,26241.757690612947
33,42,-5810.387980256284,23854.9296875,29665.317667756284
33,43,-8298.447167870945,26822.216796875,35120.663964745945
33,44,1002.030164439042,39841.8515625,38839.82139806096
33,45,-7510.761904035855,17922.056640625,25432.818544660855
33,46,-3023.8156798918735,3962.701904296875,6986.5175841887485
33,51,-21943.116241094496,25073.224609375,47016.340850469496
33,52,-13131.12978280882,17331.13671875,30462.26650155882
33,53,-3842.846665271547,14493.427734375,18336.274399646547
33,54,47.45732548698243,1178.3597412109375,1130.902415723955
33,61,-13129.628796089171,23092.671875,36222.30067108917
33,62,-6200.207028732904,12623.91015625,18824.117184982904
33,63,-2117.59287138594,1334.698486328125,3452.291357714065
33,64,-3648.5881402393734,2603.423583984375,6252.011724223748
33,65,1357.1391756284138,13578.7373046875,12221.598129059086
33,12,-6516.56322794416,18165.291015625,24681.85424356916
34,11,-22175.596208520335,26906.267578125,49081.863786645335
34,13,-28879.59825538977,26599.771484375,55479.36973976477
34,14,-15354.9162245783,29756.623046875,45111.5392714533
34,15,-12864.868140881648,11555.59375,24420.46189088165
34,21,-4147.949429034787,27445.427734375,31593.377163409787
34,22,-12649.93661966285,11079.2373046875,23729.17392435035
34,23,-6151.054505138902,15415.5849609375,21566.6394660764
34,31,36967.15226432268,73871.875,36904.72273567732
34,32,43442.57546740721,77076.0234375,33633.44797009279
34,33,29239.64162742951,60588.3515625,31348.70993507049
34,35,7342.874909379825,44841.88671875,37499.011809370175
34,36,23685.19139324552,61176.26171875,37491.07032550448
34,37,14372.978691792596,42548.671875,28175.693183207404
34,41,18052.117081312506,46430.51953125,28378.402449937494
34,42,23166.141459186063,55246.85546875,32080.714009563937
34,43,-7994.334890770355,29985.908203125,37980.243093895355
34,44,-1555.7279272046217,40446.4921875,42002.22011470462
34,45,-7133.229078895067,20370.369140625,27503.598219520067
34,46,-3741.1380551535603,3814.232666015625,7555.370721169185
34,51,-20225.455211696608,30619.029296875,50844.48450857161
34,52,-4836.694236077361,28105.857421875,32942.55165795236
34,53,-7482.767794299576,12346.474609375,19829.242403674576
34,54,-580.173534964707,642.8087158203125,1222.9822507850195
34,61,-10309.924431936604,28861.65234375,39171.576775686604
34,62,-9594.999467348469,10761.806640625,20356.80610797347
34,63,-1256.4963075986389,2476.885986328125,3733.382293926764
34,64,-1654.1159148099405,5106.9443359375,6761.0602507474405
34,65,-2702.4496729760886,10514.25,13216.699672976089
34,12,-9932.78415795074,16758.705078125,26691.48923607574
35,11,-28669.224892834543,12678.6044921875,41347.82938502204
35,13,-33525.9371821622,13211.31640625,46737.2535884122
35,14,-21286.332527867584,16716.79296875,38003.125496617584
35,15,-7426.548745577376,13145.87890625,20572.427651827376
35,21,-10260.802273484864,16354.2744140625,26615.076687547364
35,22,-6991.015108301446,12999.0537109375,19990.068819238946
35,23,-10261.155281425144,7907.138671875,18168.293953300144
35,31,11145.192253131445,42234.68359375,31089.491340618555
35,32,-3175.872511281079,25157.8125,28333.68501128108
35,33,41916.87324060008,68325.8359375,26408.962696899926
35,34,5952.802958100325,37944.046875,31991.243916899675
35,36,55926.37462226914,87509.8203125,31583.445690230863
35,37,-2698.4880960432383,21037.443359375,23735.93145541824
35,41,-2762.9528820695123,21143.74609375,23906.698975819512
35,42,-1781.342533281626,25244.279296875,27025.621830156626
35,43,9900.544570112746,41896.08203125,31995.537461137254
35,44,46635.26868351925,82019.0234375,35383.75475398075
35,45,7024.383695996465,30194.125,23169.741304003535
35,46,3535.633275303453,9900.47265625,6364.839380946547
35,51,-17457.02299963392,25375.68359375,42832.70659338392
35,52,6335.31263153566,34086.96875,27751.65611846434
35,53,-3592.0593617032864,13112.6064453125,16704.665807015786
35,54,31.298241963732835,1061.570068359375,1030.2718263956422
35,61,-14360.219981447357,18638.927734375,32999.14771582236
35,62,-4809.359835801832,12339.7392578125,17149.09909361433
35,63,-1692.7408316583146,1452.3568115234375,3145.097643181752
35,64,-2688.4593090861945,3007.232421875,5695.6917309611945
35,65,2816.863078658045,13950.9521484375,11134.089069779455
35,12,-13932.535273951777,8553.064453125,22485.599727076777
36,11,-37060.88421604723,13691.984375,50752.86859104723
36,13,-40102.47617145402,17265.703125,57368.17929645402
36,14,-14174.928033719494,32472.4453125,46647.373346219494
36,15,-10890.982977738106,14360.8798828125,25251.862860550606
36,21,-18332.621545539223,14336.3603515625,32668.981897101723
36,22,-10248.323995285162,14288.7158203125,24537.03981559766
36,23,-14635.844200476342,7665.037109375,22300.881309851342
36,31,-215.61064054902818,37945.54296875,38161.15360929903
36,32,-5136.7515850468335,29641.755859375,34778.50744442183
36,33,30431.54243434251,62847.52734375,32415.98490940749
36,34,22017.389978951338,61285.41015625,39268.02017729866
36,35,64841.3402160941,103617.015625,38775.6754089059
36,37,-6577.684165356961,22557.2578125,29134.94197785696
36,41,-8209.47636236305,21135.076171875,29344.55253423805
36,42,24976.769434703543,58149.6796875,33172.91025279646
36,43,37789.623724960264,77062.9140625,39273.290337539736
36,44,43337.70963904191,86769.90625,43432.19661095809
36,45,-2015.9692727662696,26423.99609375,28439.96536651627
36,46,2318.3832353194475,10130.978515625,7812.5952803055525
36,51,-8549.923974641737,44025.57421875,52575.49819339174
36,52,-3280.624544085258,30783.46484375,34064.08938783526
36,53,-8467.847784948059,12036.486328125,20504.33411307306
36,54,-605.4598195641913,659.1591796875,1264.6189992516913
36,61,-3929.3864090437637,36575.796875,40505.183284043764
36,62,-7165.8002669992675,13884.05859375,21049.858860749267
36,63,-1386.6530121272335,2473.833251953125,3860.4862640803585
36,64,-4024.464471520054,2966.77783203125,6991.242303551304
36,65,11.628298185913081,13678.2939453125,13666.665647126587
36,12,-15997.027257676913,11603.1806640625,27600.207921739413
37,11,23098.43296119773,78677.921875,55579.48891380227
37,13,24265.636084902333,87089.5546875,62823.91860259767
37,14,24349.37825047333,75432.9375,51083.55924952667
37,15,1699.3866674368692,29352.712890625,27653.32622318813
37,21,7772.042803806922,43547.859375,35775.81657119308
37,22,7564.851810516659,34435.375,26870.52318948334
37,23,-9267.048767626231,15154.65625,24421.70501762623
37,31,4668.1881248274585,46458.484375,41790.29625017254
37,32,33419.03325341114,71504.9921875,38085.95893408886
37,33,-9592.265317085876,25906.494140625,35498.759457710876
37,34,20165.026805079127,63167.453125,43002.42631992087
37,35,-5559.126533093811,36904.1328125,42463.25934559381
37,36,-9033.750915911587,33420.515625,42454.26654091159
37,41,16875.681561674,49010.9140625,32135.232500826
37,42,-10423.385533989334,25904.283203125,36327.668737114334
37,43,-12128.76408098932,30879.43359375,43008.19767473932
37,44,-29282.21934262372,18280.3984375,47562.61778012372
37,45,-17391.2114655136,13753.4072265625,31144.6186920761
37,46,-3831.6605423936835,4723.916015625,8555.576558018683
37,51,-30905.35960318058,26670.091796875,57575.45140005558
37,52,-22871.359168948773,14432.240234375,37303.59940332377
37,53,-8079.048549344112,14375.2568359375,22454.305385281612
37,54,-541.9807134398543,842.9041137695312,1384.8848272093855
37,61,-10338.962937063734,34018.28125,44357.244187063734
37,62,-11036.86993476867,12014.83984375,23051.70977851867
37,63,-1231.0799375421739,2996.540283203125,4227.620220745299
37,64,-243.26733388573302,7412.84521484375,7656.112548729483
37,65,-5019.371614256006,9947.0,14966.371614256006
37,12,27514.601620810972,57739.6015625,30224.999941689028
41,11,-14263.681199012597,17354.32421875,31618.005417762597
41,13,-12874.973181747402,22864.236328125,35739.2095098724
41,14,21049.67763118692,50110.04296875,29060.36533756308
41,15,-300.64919033114893,15430.748046875,15731.397237206149
41,21,-2404.410448423805,17947.701171875,20352.111620298805
41,22,-8256.318222203741,7029.7587890625,15286.077011266241
41,23,-3743.3882973884665,10149.607421875,13892.995719263467
41,31,-6606.9569354080995,17166.666015625,23773.6229510331
41,32,7141.829659077852,28808.1328125,21666.303153422148
41,33,-6282.901007126144,13911.5986328125,20194.499639938644
41,34,14681.51699020802,39144.6953125,24463.17832229198
41,35,-3096.244649441178,21060.212890625,24156.457540066178
41,36,-6372.083909613906,17779.2578125,24151.341722113906
41,37,9679.587861845637,27830.064453125,18150.476591279363
41,42,18988.77157055974,39654.8203125,20666.04874194026
41,43,-5965.8736343642995,18500.587890625,24466.4615249893
41,44,-5627.578715250711,21429.796875,27057.37559025071
41,45,-4602.273219725117,13115.2470703125,17717.520290037617
41,46,-2243.6791080846415,2623.408935546875,4867.0880436315165
41,51,4802.896672005732,37556.36328125,32753.466609244268
41,52,-988.5008520018018,20232.734375,21221.235227001802
41,53,-6075.4249378037,6698.3583984375,12773.7833362412
41,54,-436.89488686962136,350.9370422363281,787.8319291059495
41,61,22538.445774004802,47772.3515625,25233.905788495198
41,62,-1226.313852007339,11887.3203125,13113.634164507339
41,63,-1001.8308818010787,1403.173583984375,2405.0044657854537
41,64,-788.5778611317701,3566.823974609375,4355.401835741145
41,65,-5005.868111870064,3508.186767578125,8514.05487944819
41,12,-3650.833316448865,13543.53515625,17194.368472698865
42,11,-16014.402759653618,28615.734375,44630.13713465362
42,13,-19578.641041547548,30868.748046875,50447.38908842255
42,14,-8317.237589195793,32702.68359375,41019.92118294579
42,15,-11707.793752737904,10497.7314453125,22205.525198050404
42,21,-16371.317758077043,12356.5390625,28727.856820577043
42,22,-7179.702697710665,14397.234375,21576.937072710665
42,23,-10867.92737308604,8742.6171875,19610.54456058604
42,31,-6179.607706839444,27377.85546875,33557.463175589444
42,32,-5034.90681019349,25547.986328125,30582.89313831849
42,33,-5904.347714731546,22601.033203125,28505.380917856546
42,34,22509.782607070636,57040.58203125,34530.799424179364
42,35,-3297.824820221147,30800.025390625,34097.85021084615
42,36,25838.820198922993,59929.44921875,34090.62901982701
42,37,-7603.496732996333,18016.66015625,25620.156889246333
42,41,22758.50004990106,48562.98046875,25804.48041884894
42,43,36783.27713538673,71318.7109375,34535.43380211327
42,44,-3053.77362548816,35138.84375,38192.61737548816
42,45,-652.4897107643883,24356.53125,25009.02096076439
42,46,-1921.1974705512002,4948.90087890625,6870.09834945745
42,51,4812.205650592761,51045.09375,46232.88809940724
42,52,3880.5458869464455,33835.20703125,29954.661144303554
42,53,26.516625137621304,18057.24609375,18030.72946861238
42,54,-463.4376034207771,648.6201171875,1112.0577206082771
42,61,22349.434957528567,57968.1484375,35618.71347997143
42,62,-3209.198987038195,15301.244140625,18510.443127663195
42,63,-1208.21727852626,2186.547119140625,3394.764397666885
42,64,-492.7635053272543,5655.068359375,6147.831864702254
42,65,-6150.966552685626,5866.97802734375,12017.944580029376
42,12,-4522.708960575332,19747.861328125,24270.57028870033
43,11,-30829.510159877333,10454.0341796875,41283.54433956483
43,13,-34318.00639202769,12346.5830078125,46664.58939984019
43,14,-8321.282777209475,29622.7578125,37944.040589709475
43,15,-8503.588422679488,12036.8544921875,20540.442914866988
43,21,-12421.328073316283,14152.369140625,26573.697213941283
43,22,-11677.551021177576,8281.4384765625,19958.989497740076
43,23,-11271.243303646897,6868.8037109375,18140.047014584397
43,31,-2330.1787616021174,28710.9765625,31041.155324102117
43,32,-6305.832770595087,21983.80078125,28289.633551845087
43,33,-6296.17125469185,20071.732421875,26367.90367656685
43,34,-7487.070364426352,24454.435546875,31941.505911301352
43,35,8842.5254612366,40383.546875,31541.0214137634
43,36,31219.490327179712,62753.83203125,31534.341704070288
43,37,-6736.266579833275,16962.76171875,23699.028298583275
43,41,-5970.70024209033,17898.830078125,23869.53032021533
43,42,29360.638121122058,56344.2421875,26983.604066377942
43,44,42121.15615495096,77449.8984375,35328.74228254904
43,45,29286.211262934467,52419.9296875,23133.718424565533
43,46,2177.5191679274503,8532.462890625,6354.94372269755
43,51,4388.215172234341,47154.328125,42766.11295276566
43,52,35567.40059473007,63275.91015625,27708.50956151993
43,53,8819.049713890196,25497.744140625,16678.694426734804
43,54,-465.2107339889867,563.4592895507812,1028.670023539768
43,61,-5955.813386917565,26992.029296875,32947.842683792565
43,62,-7812.506071909844,9309.9306640625,17122.436735972344
43,63,-833.6839142846811,2306.52392578125,3140.207840065931
43,64,-1137.3041954917708,4549.5322265625,5686.836422054271
43,65,-4067.401035952247,7049.37744140625,11116.778477358497
43,12,-14794.290899235246,7656.349609375,22450.640508610246
44,11,-21475.952606735875,14615.134765625,36091.087372360875
44,13,-25585.724498277035,15209.6044921875,40795.328990464535
44,14,-19744.272390792183,13427.3388671875,33171.61125797968
