origin,destination,volume
23,42,6951.598818
23,43,6915.546612
23,44,17070.48427
23,45,14392.62518
23,46,3946.492074
23,51,18265.04653
23,52,12506.38199
23,53,14503.05599
23,54,502.057376
23,61,13576.91918
23,62,5953.007201
23,63,2067.173613
23,64,2495.356505
23,65,13361.09857
31,11,32967.3357
31,12,22221.77912
31,13,36093.80965
31,14,38089.17218
31,15,12138.02281
31,21,34325.23629
31,22,13519.45195
31,23,19054.34876
31,32,82205.11647
31,33,86474.20729
31,34,72178.05368
31,35,48799.82018
31,36,37038.93929
31,37,30610.26146
31,41,19926.51189
31,42,25939.67899
31,43,34431.58675
31,44,38467.35978
31,45,12517.4292
31,46,5392.299739
31,51,30907.9229
31,52,14266.32382
31,53,13145.11875
31,54,1435.42003
31,61,25040.9767
31,62,13847.21867
31,63,1401.079268
31,64,2837.212754
31,65,14932.52973
32,11,20332.64205
32,12,15434.23998
32,13,21866.94083
32,14,23540.69341
32,15,11121.06201
32,21,24841.11402
32,22,12104.72198
32,23,13015.59114
32,31,70698.81088
32,33,48482.83877
32,34,64747.72946
32,35,24966.06268
32,36,24844.51961
32,37,40453.33628
32,41,28699.78677
32,42,20779.26104
32,43,22638.1075
32,44,23492.62196
32,45,8923.182214
32,46,3829.225762
32,51,18306.37896
32,52,11189.11408
32,53,10709.50535
32,54,730.7667633
32,61,27001.22362
32,62,10079.06965
32,63,1483.410551
32,64,2818.601252
32,65,10088.26216
33,11,19041.59389
33,12,18165.2918
33,13,24521.67275
33,14,29167.9385
33,15,13037.31358
33,21,15545.31103
33,22,13505.17793
33,23,11807.0932
33,31,96465.04695
33,32,62896.30422
33,34,66020.03601
33,35,87999.99681
33,36,68359.88235
33,37,19018.02325
33,41,17987.11956
33,42,23854.92887
33,43,26822.21589
33,44,39841.8527
33,45,17922.05692
33,46,3962.701904
33,51,25073.22448
33,52,17331.13753
33,53,14493.42774
33,54,1178.359772
33,61,23092.67126
33,62,12623.90994
33,63,1334.698428
33,64,2603.423526
33,65,13578.73717
34,11,26906.26758
34,12,16758.70555
34,13,26599.77145
34,14,29756.62337
34,15,11555.59381
34,21,27445.4275
34,22,11079.23768
34,23,15415.58512
34,31,73871.87637
34,32,77076.02119
34,33,60588.35158
34,35,44841.88689
34,36,61176.26258
34,37,42548.67283
34,41,46430.5201
34,42,55246.85734
34,43,29985.90839
34,44,40446.49067
34,45,20370.36818
34,46,3814.232739
34,51,30619.02946
34,52,28105.85769
34,53,12346.47473
34,54,642.8086889
34,61,28861.65141
34,62,10761.80675
34,63,2476.88591
34,64,5106.944309
34,65,10514.24958
35,11,12678.60405
35,12,8553.064636
35,13,13211.31678
35,14,16716.79211
35,15,13145.87883
35,21,16354.27466
35,22,12999.05405
35,23,7907.138806
35,31,42234.68178
35,32,25157.81162
35,33,68325.83967
35,34,37944.04667
35,36,87509.82416
35,37,21037.44409
35,41,21143.74592
35,42,25244.28018
35,43,41896.08257
35,44,82019.02094
35,45,30194.12429
35,46,9900.472388
35,51,25375.6832
35,52,34086.96868
35,53,13112.60622
35,54,1061.570092
35,61,18638.92697
35,62,12339.7389
35,63,1452.356802
35,64,3007.232468
35,65,13950.95176
36,11,13691.98472
36,12,11603.18098
36,13,17265.70341
36,14,32472.44539
36,15,14360.87997
36,21,14336.36061
36,22,14288.71615
36,23,7665.037043
36,31,37945.54436
36,32,29641.75522
36,33,62847.52563
36,34,61285.41181
36,35,103617.0153
36,37,22557.25768
36,41,21135.07694
36,42,58149.67801
36,43,77062.9103
36,44,86769.90982
36,45,26423.99631
36,46,10130.97828
36,51,44025.57262
36,52,30783.46539
36,53,12036.48655
36,54,659.1591501
36,61,36575.79729
36,62,13884.05829
36,63,2473.833348
36,64,2966.777835
36,65,13678.2941
37,11,78677.9245
37,12,57739.59986
37,13,87089.55287
37,14,75432.93857
37,15,29352.71359
37,21,43547.85971
37,22,34435.37582
37,23,15154.65588
37,31,46458.48439
37,32,71504.98854
37,33,25906.49405
37,34,63167.45498
37,35,36904.13396
37,36,33420.51476
37,41,49010.91403
37,42,25904.28361
37,43,30879.43337
37,44,18280.39751
37,45,13753.40708
37,46,4723.916042
37,51,26670.09122
37,52,14432.23999
37,53,14375.25686
37,54,842.9040958
37,61,34018.28223
37,62,12014.83973
37,63,2996.540176
37,64,7412.845378
37,65,9946.99971
41,11,17354.32497
41,12,13543.53551
41,13,22864.23605
41,14,50110.044
41,15,15430.74819
41,21,17947.70192
41,22,7029.758749
41,23,10149.60729
41,31,17166.66617
41,32,28808.13265
41,33,13911.59842
41,34,39144.69515
41,35,21060.21382
41,36,17779.25714
41,37,27830.06512
41,42,39654.82217
41,43,18500.58832
41,44,21429.79605
41,45,13115.2474
41,46,2623.408877
41,51,37556.36234
41,52,20232.73459
41,53,6698.358551
41,54,350.9370307
41,61,47772.3535
41,62,11887.32066
41,63,1403.173545
41,64,3566.823965
41,65,3508.186854
42,11,28615.73407
42,12,19747.86205
42,13,30868.74733
42,14,32702.68342
42,15,10497.73112
42,21,12356.53934
42,22,14397.23397
42,23,8742.617221
42,31,27377.85454
42,32,25547.98611
42,33,22601.03315
42,34,57040.58367
42,35,30800.02552
42,36,59929.44995
42,37,18016.65947
42,41,48562.98234
42,43,71318.70786
42,44,35138.84516
42,45,24356.53212
42,46,4948.900692
42,51,51045.0934
42,52,33835.20678
42,53,18057.24633
42,54,648.6201462
42,61,57968.14836
42,62,15301.24461
42,63,2186.547179
42,64,5655.068381
42,65,5866.978131
43,11,10454.03386
43,12,7656.349825
43,13,12346.58277
43,14,29622.75826
43,15,12036.85456
43,21,14152.3689
43,22,8281.438346
43,23,6868.803631
43,31,28710.97725
43,32,21983.80133
43,33,20071.73179
43,34,24454.43634
43,35,40383.54825
43,36,62753.83244
43,37,16962.76108
43,41,17898.83092
43,42,56344.24148
43,44,77449.89493
43,45,52419.93088
43,46,8532.463011
43,51,47154.32625
43,52,63275.91054
43,53,25497.74384
43,54,563.4592808
43,61,26992.02933
43,62,9309.930949
43,63,2306.523809
43,64,4549.532446
43,65,7049.377545
44,11,14615.1351
44,12,9643.967877
44,13,15209.6046
44,14,13427.339
44,15,6942.815153
44,21,10880.35235
44,22,6175.709652
44,23,13646.12244
44,31,25819.4025
44,32,18359.97242
44,33,23997.80838
44,34,26549.2871
44,35,63684.01221
44,36,56890.56511
44,37,8080.503766
44,41,16684.90894
44,42,22337.91237
44,43,62355.7649
44,45,62885.1422
44,46,15426.88649
44,51,36692.48319
44,52,29474.84466
44,53,19976.07899
44,54,578.1777518
44,61,14885.25382
44,62,12382.55964
44,63,1876.418739
44,64,2799.217168
44,65,13740.37288
45,11,14986.92868
45,12,10329.89729
45,13,16277.20577
45,14,13970.91653
45,15,7407.660033
45,21,8340.811383
45,22,7664.381397
45,23,17578.48556
45,31,12825.72331
45,32,10655.49235
45,33,16489.42101
45,34,20424.90322
45,35,35773.77501
45,36,26441.51477
45,37,9289.794331
45,41,15602.12895
45,42,23652.45774
45,43,64425.25384
45,44,95966.84747
45,46,20846.65869
45,51,57541.78845
45,52,82802.90248
45,53,27626.02858
45,54,825.0922642
45,61,22520.637
45,62,12825.98019
45,63,2858.047323
45,64,2588.154124
45,65,9328.880267
46,11,3698.459335
46,12,2699.234328
46,13,4298.354463
46,14,8336.085836
46,15,4292.715312
46,21,4703.806119
46,22,8000.799829
46,23,7488.723872
46,31,8581.827518
46,32,7105.014562
46,33,5665.69338
46,34,5943.29364
46,35,18203.62035
46,36,15736.90604
46,37,4958.853666
46,41,4850.812508
46,42,7467.154895
46,43,16285.99557
46,44,36508.3739
46,45,32305.73372
46,51,14496.92078
46,52,16584.73859
46,53,16180.32554
46,54,307.6442198
46,61,9199.016469
46,62,4526.343399
46,63,859.3292428
46,64,1605.812911
46,65,7750.786908
51,11,10046.36113
51,12,6784.076441
51,13,10335.0472
51,14,27432.66789
51,15,11029.2219
51,21,11000.63006
51,22,5351.727978
51,23,8658.715866
51,31,12299.07721
51,32,8483.799522
51,33,8954.080382
51,34,11917.58889
51,35,11671.04211
51,36,17106.5286
51,37,6991.24464
51,41,17341.9409
51,42,19247.74288
51,43,22510.30987
51,44,21760.91651
51,45,22348.78591
